,beneficiario,cargo,cpf_cnpj,cpf_cnpj_orig,data,despesa,doador,doador_orig,especie_documento,num_documento,partido,sq,uf,valor
5218,JOSÉ LUIZ DA SILVA FERREIRA - DEPUTADO FEDERAL - PDT - AP / DIREÇÃO ESTADUAL/DISTRITAL - PDT - AP - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PDT,30000000090,AP,900
5219,JOSÉ LUIZ DA SILVA FERREIRA - DEPUTADO FEDERAL - PDT - AP / DIREÇÃO ESTADUAL/DISTRITAL - PDT - AP - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PDT,30000000090,AP,724
5225,VANDA CHERFEN DE SOUZA - DEPUTADO FEDERAL - PDT - AP / DIREÇÃO ESTADUAL/DISTRITAL - PDT - AP - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PDT,30000000092,AP,900
5226,VANDA CHERFEN DE SOUZA - DEPUTADO FEDERAL - PDT - AP / DIREÇÃO ESTADUAL/DISTRITAL - PDT - AP - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PDT,30000000092,AP,724
5227,ANTONIO EDVALDO SILVA GONÇALVES - DEPUTADO ESTADUAL - PDT - AP / DIREÇÃO ESTADUAL/DISTRITAL - PDT - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PDT,30000000093,AP,300
5228,ANTONIO EDVALDO SILVA GONÇALVES - DEPUTADO ESTADUAL - PDT - AP / DIREÇÃO ESTADUAL/DISTRITAL - PDT - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PDT,30000000093,AP,900
5229,ANTONIO EDVALDO SILVA GONÇALVES - DEPUTADO ESTADUAL - PDT - AP / DIREÇÃO ESTADUAL/DISTRITAL - PDT - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PDT,30000000093,AP,724
5230,MARIA RAIMUNDA OLIVEIRA DA SILVA - DEPUTADO ESTADUAL - PDT - AP / DIREÇÃO ESTADUAL/DISTRITAL - PDT - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PDT,30000000094,AP,900
5231,MARIA RAIMUNDA OLIVEIRA DA SILVA - DEPUTADO ESTADUAL - PDT - AP / DIREÇÃO ESTADUAL/DISTRITAL - PDT - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PDT,30000000094,AP,724
5232,ECLEMILDA MACIAL SILVA - DEPUTADO ESTADUAL - PDT - AP / DIREÇÃO ESTADUAL/DISTRITAL - PDT - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PDT,30000000095,AP,900
5233,ECLEMILDA MACIAL SILVA - DEPUTADO ESTADUAL - PDT - AP / DIREÇÃO ESTADUAL/DISTRITAL - PDT - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PDT,30000000095,AP,724
5234,RAIMUNDO CAMÕES DA COSTA - DEPUTADO ESTADUAL - PDT - AP / DIREÇÃO ESTADUAL/DISTRITAL - PDT - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PDT,30000000096,AP,300
5235,RAIMUNDO CAMÕES DA COSTA - DEPUTADO ESTADUAL - PDT - AP / DIREÇÃO ESTADUAL/DISTRITAL - PDT - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PDT,30000000096,AP,900
5236,RAIMUNDO CAMÕES DA COSTA - DEPUTADO ESTADUAL - PDT - AP / DIREÇÃO ESTADUAL/DISTRITAL - PDT - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PDT,30000000096,AP,724
5237,MARCELO IVAN PANTOJA CREÃO - DEPUTADO ESTADUAL - PDT - AP / DIREÇÃO ESTADUAL/DISTRITAL - PDT - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PDT,30000000097,AP,300
5238,MARCELO IVAN PANTOJA CREÃO - DEPUTADO ESTADUAL - PDT - AP / JEAN CARLO ALBUQUERQUE BRAZÃO - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PDT,30000000097,AP,1000
5239,MARCELO IVAN PANTOJA CREÃO - DEPUTADO ESTADUAL - PDT - AP / JOSÉ GERALDO PANTOJA CREÃO - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PDT,30000000097,AP,1000
5240,JUCELINO FERNANDES - DEPUTADO ESTADUAL - PDT - AP / DIREÇÃO ESTADUAL/DISTRITAL - PDT - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PDT,30000000098,AP,300
5241,JUCELINO FERNANDES - DEPUTADO ESTADUAL - PDT - AP / DIREÇÃO ESTADUAL/DISTRITAL - PDT - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PDT,30000000098,AP,900
5242,JUCELINO FERNANDES - DEPUTADO ESTADUAL - PDT - AP / DIREÇÃO ESTADUAL/DISTRITAL - PDT - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PDT,30000000098,AP,724
5251,JOSÉ EUCI SOUZA DE ALMEIDA - DEPUTADO ESTADUAL - PDT - AP / DIREÇÃO ESTADUAL/DISTRITAL - PDT - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PDT,30000000101,AP,900
5252,JOSÉ EUCI SOUZA DE ALMEIDA - DEPUTADO ESTADUAL - PDT - AP / DIREÇÃO ESTADUAL/DISTRITAL - PDT - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PDT,30000000101,AP,724
5261,RAIMUNDA DE FATIMA LIMA SOEIRO - DEPUTADO ESTADUAL - PDT - AP / DIREÇÃO ESTADUAL/DISTRITAL - PDT - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PDT,30000000103,AP,900
5262,RAIMUNDA DE FATIMA LIMA SOEIRO - DEPUTADO ESTADUAL - PDT - AP / DIREÇÃO ESTADUAL/DISTRITAL - PDT - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PDT,30000000103,AP,724
5263,JOSIMAR GOMES AZEVEDO - DEPUTADO ESTADUAL - PDT - AP / DIREÇÃO ESTADUAL/DISTRITAL - PDT - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PDT,30000000104,AP,300
5264,JOSIMAR GOMES AZEVEDO - DEPUTADO ESTADUAL - PDT - AP / DIREÇÃO ESTADUAL/DISTRITAL - PDT - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PDT,30000000104,AP,900
5265,JOSIMAR GOMES AZEVEDO - DEPUTADO ESTADUAL - PDT - AP / DIREÇÃO ESTADUAL/DISTRITAL - PDT - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PDT,30000000104,AP,724
5271,DULCILENE SANTOS DE OLIVEIRA CASTILHO - DEPUTADO ESTADUAL - PDT - AP / DIREÇÃO ESTADUAL/DISTRITAL - PDT - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PDT,30000000106,AP,900
5272,DULCILENE SANTOS DE OLIVEIRA CASTILHO - DEPUTADO ESTADUAL - PDT - AP / DIREÇÃO ESTADUAL/DISTRITAL - PDT - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PDT,30000000106,AP,724
5273,JOÃO PAULO PANTOJA PINTO - DEPUTADO ESTADUAL - PDT - AP / DIREÇÃO ESTADUAL/DISTRITAL - PDT - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PDT,30000000107,AP,300
5274,JOÃO PAULO PANTOJA PINTO - DEPUTADO ESTADUAL - PDT - AP / DIREÇÃO ESTADUAL/DISTRITAL - PDT - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PDT,30000000107,AP,900
5275,JOÃO PAULO PANTOJA PINTO - DEPUTADO ESTADUAL - PDT - AP / DIREÇÃO ESTADUAL/DISTRITAL - PDT - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PDT,30000000107,AP,724
5276,IRACELIA BARBOSA RODRIGUES - DEPUTADO FEDERAL - PDT - AP / DIREÇÃO ESTADUAL/DISTRITAL - PDT - AP - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PDT,30000000108,AP,300
5277,IRACELIA BARBOSA RODRIGUES - DEPUTADO FEDERAL - PDT - AP / DIREÇÃO ESTADUAL/DISTRITAL - PDT - AP - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PDT,30000000108,AP,900
5278,IRACELIA BARBOSA RODRIGUES - DEPUTADO FEDERAL - PDT - AP / DIREÇÃO ESTADUAL/DISTRITAL - PDT - AP - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PDT,30000000108,AP,724
5282,MARCO ANTONIO DA SILVA MARQUES - DEPUTADO ESTADUAL - PMDB - AP / DIREÇÃO ESTADUAL/DISTRITAL - PMDB - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PMDB,30000000111,AP,500
5283,MARCO ANTONIO DA SILVA MARQUES - DEPUTADO ESTADUAL - PMDB - AP / DIREÇÃO ESTADUAL/DISTRITAL - PMDB - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PMDB,30000000111,AP,300
5284,RILDO GOMES DE OLIVEIRA - DEPUTADO ESTADUAL - PMDB - AP / DIREÇÃO ESTADUAL/DISTRITAL - PMDB - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PMDB,30000000112,AP,300
5285,RILDO GOMES DE OLIVEIRA - DEPUTADO ESTADUAL - PMDB - AP / DIREÇÃO ESTADUAL/DISTRITAL - PMDB - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PMDB,30000000112,AP,500
5286,GILVAM PINHEIRO BORGES - SENADOR - PMDB - AP / DIREÇÃO ESTADUAL/DISTRITAL - PMDB - AP - SENADOR,SENADOR,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PMDB,30000000113,AP,300
5287,GILVAM PINHEIRO BORGES - SENADOR - PMDB - AP / DIREÇÃO ESTADUAL/DISTRITAL - PMDB - AP - SENADOR,SENADOR,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PMDB,30000000113,AP,500
5314,HILTON JOSE DA SILVA ALENCAR - DEPUTADO FEDERAL - PP - AP / LUCÉLIA ARAÚJO DA SIILVA - NULL - NULL - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,21/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PP,30000000120,AP,400
5315,HILTON JOSE DA SILVA ALENCAR - DEPUTADO FEDERAL - PP - AP / RIBANÊS NASCIMENTO DE AGUIAR - NULL - NULL - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,21/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PP,30000000120,AP,400
5316,JACI ALMEIDA SIQUEIRA - DEPUTADO FEDERAL - PMDB - AP / DIREÇÃO ESTADUAL/DISTRITAL - PMDB - AP - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PMDB,30000000121,AP,300
5317,JACI ALMEIDA SIQUEIRA - DEPUTADO FEDERAL - PMDB - AP / DIREÇÃO ESTADUAL/DISTRITAL - PMDB - AP - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PMDB,30000000121,AP,500
5318,LUIZ GIONILSON PINHEIRO BORGES - DEPUTADO FEDERAL - PMDB - AP / ANTONIO DE PADUA PIRES BORGES - NULL - NULL - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,11/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PMDB,30000000122,AP,1000
5319,LUIZ GIONILSON PINHEIRO BORGES - DEPUTADO FEDERAL - PMDB - AP / DIREÇÃO ESTADUAL/DISTRITAL - PMDB - AP - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PMDB,30000000122,AP,500
5320,LUIZ GIONILSON PINHEIRO BORGES - DEPUTADO FEDERAL - PMDB - AP / DIREÇÃO ESTADUAL/DISTRITAL - PMDB - AP - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PMDB,30000000122,AP,300
5321,MARIA DE NAZARÉ DIAS FERREIRA - DEPUTADO FEDERAL - PMDB - AP / DIREÇÃO ESTADUAL/DISTRITAL - PMDB - AP - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PMDB,30000000123,AP,300
5322,MARIA DE NAZARÉ DIAS FERREIRA - DEPUTADO FEDERAL - PMDB - AP / DIREÇÃO ESTADUAL/DISTRITAL - PMDB - AP - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PMDB,30000000123,AP,500
5324,CARLOS DOS SANTOS MARQUES - DEPUTADO ESTADUAL - PP - AP / LUCÉLIA ARAÚJO DA SILVA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,10/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PP,30000000127,AP,400
5325,CARLOS DOS SANTOS MARQUES - DEPUTADO ESTADUAL - PP - AP / RIBANES NASCIMENTO DE AGUIAR - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,10/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PP,30000000127,AP,400
5326,GEODALTO PINHEIRO BORGES - DEPUTADO ESTADUAL - PMDB - AP / DIREÇÃO ESTADUAL/DISTRITAL - PMDB - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PMDB,30000000128,AP,300
5327,GEODALTO PINHEIRO BORGES - DEPUTADO ESTADUAL - PMDB - AP / DIREÇÃO ESTADUAL/DISTRITAL - PMDB - AP - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PMDB,30000000128,AP,500
5336,MARIA DE JESUS MENDES - DEPUTADO ESTADUAL - PP - AP / LUCÉLIA ARAÚJO DA SILVA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,10/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PP,30000000130,AP,400
5337,MARIA DE JESUS MENDES - DEPUTADO ESTADUAL - PP - AP / RIBANES NASCIMENTO DE AGUIAR - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,10/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PP,30000000130,AP,400
5338,RAIMUNDO NONATO BECKMAN PEREIRA - DEPUTADO ESTADUAL - PP - AP / LUCÉLIA ARAÚJO DA SILVA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,08/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PP,30000000131,AP,400
5339,RAIMUNDO NONATO BECKMAN PEREIRA - DEPUTADO ESTADUAL - PP - AP / RIBANES NASCIMENTO DE AGUIAR - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,08/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PP,30000000131,AP,400
5347,WASHINGTON DOS SANTOS CALDAS - DEPUTADO ESTADUAL - PP - AP / LUCÉLIA ARAÚJO DA SILVA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,01/08/2014,Baixa de recursos estimáveis em dinheiro,,,,,PP,30000000134,AP,400
5348,WASHINGTON DOS SANTOS CALDAS - DEPUTADO ESTADUAL - PP - AP / RIBANÊS NASCIMENTO DE AGUIAR - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,01/08/2014,Baixa de recursos estimáveis em dinheiro,,,,,PP,30000000134,AP,400
5367,DENISE APARECIDA MORELLI RIBEIRO - DEPUTADO FEDERAL - PSC - AP / EMANUEL JOSE FONSECA VIEIRA - NULL - NULL - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,01/08/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSC,30000000144,AP,300
5368,DENISE APARECIDA MORELLI RIBEIRO - DEPUTADO FEDERAL - PSC - AP / JOSE SEVERO DE SOUZA JUNIOR - NULL - NULL - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,01/08/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSC,30000000144,AP,300
5382,RONALDO VITORIA FAGUNDES - DEPUTADO FEDERAL - PSC - AP / EMANUEL JOSE FONSECA VIEIRA - NULL - NULL - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,01/08/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSC,30000000149,AP,300
5383,RONALDO VITORIA FAGUNDES - DEPUTADO FEDERAL - PSC - AP / JOSE SEVERO DE SOUZA JUNIOR - NULL - NULL - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,01/08/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSC,30000000149,AP,300
5384,JULIAM EDUARDO HOLANDA SOARES - DEPUTADO FEDERAL - PSC - AP / EMANUEL JOSE FONSECA VIEIRA - NULL - NULL - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,01/08/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSC,30000000150,AP,300
5385,JULIAM EDUARDO HOLANDA SOARES - DEPUTADO FEDERAL - PSC - AP / JOSE SEVERO DE SOUZA JUNIOR - NULL - NULL - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,01/08/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSC,30000000150,AP,300
5386,ALZENIR DE SOUZA SANTOS - DEPUTADO FEDERAL - PPL - AP / EMANUEL JOSE FONSECA VIEIRA - NULL - NULL - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,01/08/2014,Baixa de recursos estimáveis em dinheiro,,,,,PPL,30000000151,AP,300
5387,ALZENIR DE SOUZA SANTOS - DEPUTADO FEDERAL - PPL - AP / JOSE SEVERO DE SOUZA JUNIOR - NULL - NULL - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,01/08/2014,Baixa de recursos estimáveis em dinheiro,,,,,PPL,30000000151,AP,300
5404,MARIA DO PERPETUO SOCORRO DE ARAUJO MODESTO - DEPUTADO FEDERAL - PTB - AP / RYNALDO ANTONIO MACHADO GOMES - NULL - NULL - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PTB,30000000156,AP,800
5405,MARIA DO PERPETUO SOCORRO DE ARAUJO MODESTO - DEPUTADO FEDERAL - PTB - AP / ÉRLON AMORAS COLLARES DE SOUZA - NULL - NULL - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PTB,30000000156,AP,2000
5406,EDUARDO SEABRA DA COSTA - DEPUTADO FEDERAL - PTB - AP / RYNALDO ANTONIO MACHADO GOMES - NULL - NULL - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,29/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PTB,30000000157,AP,800
5407,EDUARDO SEABRA DA COSTA - DEPUTADO FEDERAL - PTB - AP / VLADIMIR BELMINO DE ALMEIDA - NULL - NULL - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,29/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PTB,30000000157,AP,5000
5410,JORIELSON BRITO NASCIMENTO - DEPUTADO FEDERAL - PRP - AP / ELIAS REIS DA SILVA - NULL - NULL - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,29/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PRP,30000000159,AP,5000
5411,JORIELSON BRITO NASCIMENTO - DEPUTADO FEDERAL - PRP - AP / JESENICE DA SILVA COELHO GONÇCALVES - NULL - NULL - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,29/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PRP,30000000159,AP,2400
5412,REGIANE GURGEL MENEZES MEDEIROS - DEPUTADO FEDERAL - PSC - AP / EMANUEL JOSE FONSECA VIEIRA - NULL - NULL - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSC,30000000161,AP,300
5413,REGIANE GURGEL MENEZES MEDEIROS - DEPUTADO FEDERAL - PSC - AP / JOSE SEVERO DE SOUZA JUNIOR - NULL - NULL - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSC,30000000161,AP,300
5414,JORGE DO AMARAL E SOUSA - DEPUTADO FEDERAL - PPL - AP / EMANUEL JOSE FONSECA VIEIRA - NULL - NULL - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,01/08/2014,Baixa de recursos estimáveis em dinheiro,,,,,PPL,30000000162,AP,300
5415,JORGE DO AMARAL E SOUSA - DEPUTADO FEDERAL - PPL - AP / WALBER LUI DE SOUZA DIAS - NULL - NULL - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,01/08/2014,Baixa de recursos estimáveis em dinheiro,,,,,PPL,30000000162,AP,300
5416,FRANCISCO ODILON FILHO - DEPUTADO FEDERAL - PPL - AP / EMANUEL JOSE FONSECA VIEIRA - NULL - NULL - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,01/08/2014,Baixa de recursos estimáveis em dinheiro,,,,,PPL,30000000163,AP,300
5417,FRANCISCO ODILON FILHO - DEPUTADO FEDERAL - PPL - AP / WALBER LUIS DE SOUZA DIAS - NULL - NULL - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,01/08/2014,Baixa de recursos estimáveis em dinheiro,,,,,PPL,30000000163,AP,300
5418,FRAN SOARES NASCIMENTO JUNIOR - DEPUTADO FEDERAL - PMN - AP / EMANUEL JOSE FONSECA VIEIRA - NULL - NULL - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,01/08/2014,Baixa de recursos estimáveis em dinheiro,,,,,PMN,30000000165,AP,300
5419,FRAN SOARES NASCIMENTO JUNIOR - DEPUTADO FEDERAL - PMN - AP / JOSE SEVERO DE SOUZA JUNIOR - NULL - NULL - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,01/08/2014,Baixa de recursos estimáveis em dinheiro,,,,,PMN,30000000165,AP,300
5435,PAULO EDSON CARDOSO BEZERRA - DEPUTADO ESTADUAL - PPL - AP / FÁBIO CÉSAR PICANÇO DA SILVA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PPL,30000000187,AP,300
5436,PAULO EDSON CARDOSO BEZERRA - DEPUTADO ESTADUAL - PPL - AP / JOSÉ SEVERO DE SOUZA JUNIOR - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PPL,30000000187,AP,300
5437,ANTONIO DE LISBOA COSTA DA PENHA - DEPUTADO ESTADUAL - PRTB - AP / AUGUSTO CESAR DOS SANTOS RODRIGUES - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,20/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PRTB,30000000189,AP,724
5438,ANTONIO DE LISBOA COSTA DA PENHA - DEPUTADO ESTADUAL - PRTB - AP / EMANUEL JOSÉ FONSECA VEIRA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PRTB,30000000189,AP,300
5439,AUGUSTO DE OLIVEIRA MENDES - DEPUTADO ESTADUAL - PRTB - AP / AUGUSTO CESAR DOSSATOS RODRIGUES - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,11/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PRTB,30000000190,AP,724
5440,AUGUSTO DE OLIVEIRA MENDES - DEPUTADO ESTADUAL - PRTB - AP / EMANUEL JOSÉ FONSECA VIEIRA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,31/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PRTB,30000000190,AP,300
5441,CARLOS DOS SANTOS CARDOSO - DEPUTADO ESTADUAL - PRTB - AP / JADER IZIQUIEL DE FIGUEIREDO MAIA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,14/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PRTB,30000000191,AP,4000
5442,CARLOS DOS SANTOS CARDOSO - DEPUTADO ESTADUAL - PRTB - AP / ROBERTO ARMOND FERREIRA DA SILVA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,14/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PRTB,30000000191,AP,4000
5443,ELSON TAVARES VILHENA - DEPUTADO ESTADUAL - PRTB - AP / JADER IZIQUIEL DE FIGUEIREDO MAIA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,17/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PRTB,30000000194,AP,4000
